Year,Month,Day,MaxTemp
57953,2013,9,1,23.8
57954,2013,9,2,21.2
57955,2013,9,3,24.6
57956,2013,9,4,23.9
57957,2013,9,5,19.8
57958,2013,9,6,15.3
57959,2013,9,7,20.1
57960,2013,9,8,18.3
57961,2013,9,9,22.9
57962,2013,9,10,17.2
57963,2013,9,11,17.9
57964,2013,9,12,16
57965,2013,9,13,16
57966,2013,9,14,19.2
57967,2013,9,15,21.8
57968,2013,9,16,16.7
57969,2013,9,17,19.6
57970,2013,9,18,20.1
57971,2013,9,19,17.3
57972,2013,9,20,18.4
57973,2013,9,21,19.3
57974,2013,9,22,21.2
57975,2013,9,23,24
57976,2013,9,24,24.6
57977,2013,9,25,24.8
57978,2013,9,26,16.2
57979,2013,9,27,20.2
57980,2013,9,28,16.4
57981,2013,9,29,21.4
57982,2013,9,30,23.7
